mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	1/2	4/4	4	2	1/2	1/2	1		-1	41	F2	2	4
1	1	0	0	2.0	0	1/2	4/4	6	2	1/2	1/2	1		-1	41	F2	2	8
1	1	0	0	2.0	0	1/2	4/4	8	1	1/2	1/2	1		-1	41	F2	2	10
1	1	0	0	2.0	0	1/2	4/4	4	1	1/2	1/2	1		-1	53	F3	3	3
1	1	0	0	2.0	0	1/2	4/4	3	1	1/2	1/2	1		3	57	A3	3	2
1	1	0	0	2.0	0	1/2	4/4	6	1	1/2	1/2	1		3	57	A3	3	7
1	1	0	0	2.0	0	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	1
1	1	0	0	2.0	0	1/2	4/4	5	2	1/2	1/2	1		0	60	C4	4	6
1	1	0	0	2.0	0	1/2	4/4	1	1	1/2	1/2	1		-1	65	F4	4	0
1	1	0	0	2.0	0	1/2	4/4	5	1	1/2	1/2	1		-1	65	F4	4	5
1	1	0	0	2.0	0	1/2	4/4	7	1	1/2	1/2	1		-1	65	F4	4	9
2	2	2	2	2.0	0	0	4/4	4	1	1/2	1/2	1		-1	53	F3	3	17
2	2	2	2	2.0	0	0	4/4	6	2	1/2	1/2	1		-1	53	F3	3	25
2	2	2	2	2.0	0	0	4/4	8	1	1/2	1/2	1		-1	53	F3	3	29
2	2	2	2	2.0	0	0	4/4	2	1	1/2	1/2	1		0	60	C4	4	13
2	2	2	2	2.0	0	0	4/4	3	1	1/2	1/2	1		0	60	C4	4	15
2	2	2	2	2.0	0	0	4/4	6	1	1/2	1/2	1		0	60	C4	4	23
2	2	2	2	2.0	0	0	4/4	5	2	1/2	1/2	1		-1	65	F4	4	21
2	2	2	2	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	11
2	2	2	2	2.0	0	0	4/4	5	1	1/2	1/2	1		3	69	A4	4	19
2	2	2	2	2.0	0	0	4/4	7	1	1/2	1/2	1		3	69	A4	4	27
2	2	4	4	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		2	50	D3	3	18
2	2	4	4	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		2	50	D3	3	26
2	2	4	4	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		2	50	D3	3	30
2	2	4	4	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		2	62	D4	4	16
2	2	4	4	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		2	62	D4	4	24
2	2	4	4	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		-1	65	F4	4	14
2	2	4	4	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		-1	65	F4	4	22
2	2	4	4	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		-2	70	Bb4	4	12
2	2	4	4	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		-2	70	Bb4	4	20
2	2	4	4	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		-2	70	Bb4	4	28
3	3	6	6	2.0	0	0	4/4	4	1	1/2	1/2	1		4	52	E3	3	37
3	3	6	6	2.0	0	0	4/4	6	2	1/2	1/2	1		4	52	E3	3	45
3	3	6	6	2.0	0	0	4/4	8	1	1/2	1/2	1		4	52	E3	3	49
3	3	6	6	2.0	0	0	4/4	3	1	1/2	1/2	1		0	60	C4	4	35
3	3	6	6	2.0	0	0	4/4	6	1	1/2	1/2	1		0	60	C4	4	43
3	3	6	6	2.0	0	0	4/4	2	1	1/2	1/2	1		1	67	G4	4	33
3	3	6	6	2.0	0	0	4/4	5	2	1/2	1/2	1		1	67	G4	4	41
3	3	6	6	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	31
3	3	6	6	2.0	0	0	4/4	5	1	1/2	1/2	1		0	72	C5	5	39
3	3	6	6	2.0	0	0	4/4	7	1	1/2	1/2	1		0	72	C5	5	47
3	3	8	8	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		3	57	A3	3	38
3	3	8	8	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		3	57	A3	3	46
3	3	8	8	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		3	57	A3	3	50
3	3	8	8	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1	1	0	60	C4	4	36
3	3	8	8	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1	1	0	60	C4	4	44
3	3	8	8	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		4	64	E4	4	34
3	3	8	8	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		4	64	E4	4	42
3	3	8	8	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		0	72	C5	5	32
3	3	8	8	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		0	72	C5	5	40
3	3	8	8	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		0	72	C5	5	48
4	4	10	10	2.0	0	0	4/4	4	1	1/2	1/2	1		-1	53	F3	3	56
4	4	10	10	2.0	0	0	4/4	6	2	1/2	1/2	1		-1	53	F3	3	63
4	4	10	10	2.0	0	0	4/4	8	1	1/2	1/2	1		-1	53	F3	3	66
4	4	10	10	2.0	0	0	4/4	3	1	1/2	1/2	1	-1	0	60	C4	4	54
4	4	10	10	2.0	0	0	4/4	6	1	1/2	1/2	1	-1	0	60	C4	4	61
4	4	10	10	2.0	0	0	4/4	2	1	1/2	1/2	1		3	69	A4	4	52
4	4	10	10	2.0	0	0	4/4	5	2	1/2	1/2	1		3	69	A4	4	59
4	4	10	10	4.0	0	0	4/4	1	1	1	1	1		2	74	D5	5	51
4	4	10	10	4.0	0	0	4/4	5	1	1	1	1		2	74	D5	5	58
4	4	10	10	4.0	0	0	4/4	7	1	1	1	1		2	74	D5	5	65
4	4	12	12	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		1	55	G3	3	57
4	4	12	12	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		1	55	G3	3	64
4	4	12	12	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		1	55	G3	3	67
4	4	12	12	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		5	59	B3	3	55
4	4	12	12	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		5	59	B3	3	62
4	4	12	12	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		1	67	G4	4	53
4	4	12	12	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		1	67	G4	4	60
5	5	14	14	2.0	0	0	4/4	4	1	1/2	1/2	1		0	48	C3	3	74
5	5	14	14	2.0	0	0	4/4	6	2	1/2	1/2	1		0	48	C3	3	83
5	5	14	14	2.0	0	0	4/4	8	1	1/2	1/2	1		0	48	C3	3	87
5	5	14	14	2.0	0	0	4/4	3	1	1/2	1/2	1		0	60	C4	4	72
5	5	14	14	2.0	0	0	4/4	6	1	1/2	1/2	1		0	60	C4	4	81
5	5	14	14	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	70
5	5	14	14	2.0	0	0	4/4	5	3	1/2	1/2	1		4	64	E4	4	80
5	5	14	14	2.0	0	0	4/4	5	2	1/2	1/2	1		1	67	G4	4	78
5	5	14	14	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	68
