mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0	0	1/2	4/4	4	1	1/2	1/2	1		3	45	A2	2	3
1	1	0	0	2.0	0	1/2	4/4	6	2	1/2	1/2	1		3	45	A2	2	7
1	1	0	0	2.0	0	1/2	4/4	8	1	1/2	1/2	1		3	45	A2	2	9
1	1	0	0	2.0	0	1/2	4/4	6	1	1/2	1/2	1		3	57	A3	3	6
1	1	0	0	2.0	0	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	1
1	1	0	0	2.0	0	1/2	4/4	3	1	1/2	1/2	1		0	60	C4	4	2
1	1	0	0	2.0	0	1/2	4/4	5	2	1/2	1/2	1		0	60	C4	4	5
1	1	0	0	2.0	0	1/2	4/4	1	1	1/2	1/2	1		4	64	E4	4	0
1	1	0	0	2.0	0	1/2	4/4	5	1	1/2	1/2	1		4	64	E4	4	4
1	1	0	0	2.0	0	1/2	4/4	7	1	1/2	1/2	1		4	64	E4	4	8
2	2	2	2	2.0	0	0	4/4	4	1	1/2	1/2	1		0	48	C3	3	16
2	2	2	2	2.0	0	0	4/4	6	2	1/2	1/2	1		0	48	C3	3	25
2	2	2	2	2.0	0	0	4/4	8	1	1/2	1/2	1		0	48	C3	3	30
2	2	2	2	2.0	0	0	4/4	6	1	1/2	1/2	1		3	57	A3	3	23
2	2	2	2	2.0	0	0	4/4	3	1	1/2	1/2	1		0	60	C4	4	14
2	2	2	2	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	12
2	2	2	2	2.0	0	0	4/4	5	2	1/2	1/2	1		4	64	E4	4	21
2	2	2	2	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	10
2	2	2	2	2.0	0	0	4/4	5	1	1/2	1/2	1		3	69	A4	4	19
2	2	2	2	2.0	0	0	4/4	7	1	1/2	1/2	1		3	69	A4	4	28
2	2	4	4	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		4	52	E3	3	17
2	2	4	4	1.0	1/2	1/2	4/4	6	2	1/4	1/4	1		4	52	E3	3	26
2	2	4	4	1.0	1/2	1/2	4/4	8	1	1/4	1/4	1		4	52	E3	3	31
2	2	4	4	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		5	59	B3	3	15
2	2	4	4	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		5	59	B3	3	24
2	2	4	4	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		4	64	E4	4	13
2	2	4	4	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		4	64	E4	4	22
2	2	4	4	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		8	68	G#4	4	11
2	2	4	4	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		8	68	G#4	4	20
2	2	4	4	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		8	68	G#4	4	29
2	2	5	5	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		2	50	D3	3	18
2	2	5	5	1.0	3/4	3/4	4/4	6	2	1/4	1/4	1		2	50	D3	3	27
2	2	5	5	1.0	3/4	3/4	4/4	8	1	1/4	1/4	1		2	50	D3	3	32
3	3	6	6	2.0	0	0	4/4	4	1	1/2	1/2	1		0	48	C3	3	39
3	3	6	6	2.0	0	0	4/4	6	2	1/2	1/2	1		0	48	C3	3	47
3	3	6	6	2.0	0	0	4/4	8	1	1/2	1/2	1		0	48	C3	3	51
3	3	6	6	2.0	0	0	4/4	3	1	1/2	1/2	1		0	60	C4	4	37
3	3	6	6	2.0	0	0	4/4	6	1	1/2	1/2	1		0	60	C4	4	45
3	3	6	6	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	35
3	3	6	6	2.0	0	0	4/4	5	2	1/2	1/2	1		4	64	E4	4	43
3	3	6	6	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	33
3	3	6	6	2.0	0	0	4/4	5	1	1/2	1/2	1		3	69	A4	4	41
3	3	6	6	2.0	0	0	4/4	7	1	1/2	1/2	1		3	69	A4	4	49
3	3	8	8	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		3	45	A2	2	40
3	3	8	8	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		3	45	A2	2	48
3	3	8	8	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		3	45	A2	2	52
3	3	8	8	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		4	64	E4	4	38
3	3	8	8	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		4	64	E4	4	46
3	3	8	8	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	69	A4	4	36
3	3	8	8	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		3	69	A4	4	44
3	3	8	8	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		0	72	C5	5	34
3	3	8	8	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		0	72	C5	5	42
3	3	8	8	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		0	72	C5	5	50
4	4	10	10	2.0	0	0	4/4	4	1	1/2	1/2	1		2	50	D3	3	59
4	4	10	10	2.0	0	0	4/4	6	2	1/2	1/2	1		2	50	D3	3	67
4	4	10	10	2.0	0	0	4/4	8	1	1/2	1/2	1		2	50	D3	3	71
4	4	10	10	2.0	0	0	4/4	3	1	1/2	1/2	1		2	62	D4	4	57
4	4	10	10	2.0	0	0	4/4	6	1	1/2	1/2	1		2	62	D4	4	65
4	4	10	10	2.0	0	0	4/4	2	1	1/2	1/2	1		-1	65	F4	4	55
4	4	10	10	2.0	0	0	4/4	5	2	1/2	1/2	1		-1	65	F4	4	63
4	4	10	10	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4	53
4	4	10	10	2.0	0	0	4/4	5	1	1/2	1/2	1		5	71	B4	4	61
4	4	10	10	2.0	0	0	4/4	7	1	1/2	1/2	1		5	71	B4	4	69
4	4	12	12	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		9	51	D#3	3	60
4	4	12	12	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		9	51	D#3	3	68
4	4	12	12	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		9	51	D#3	3	72
4	4	12	12	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		0	60	C4	4	58
4	4	12	12	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		0	60	C4	4	66
4	4	12	12	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		6	66	F#4	4	56
4	4	12	12	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		6	66	F#4	4	64
4	4	12	12	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	A4	4	54
4	4	12	12	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		3	69	A4	4	62
4	4	12	12	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		3	69	A4	4	70
5	5	14	14	2.0	0	0	4/4	4	1	1/2	1/2	1		4	52	E3	3	79
5	5	14	14	2.0	0	0	4/4	6	2	1/2	1/2	1		4	52	E3	3	87
5	5	14	14	2.0	0	0	4/4	8	1	1/2	1/2	1		4	52	E3	3	91
5	5	14	14	2.0	0	0	4/4	3	1	1/2	1/2	1		5	59	B3	3	77
5	5	14	14	2.0	0	0	4/4	6	1	1/2	1/2	1		5	59	B3	3	85
5	5	14	14	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	75
5	5	14	14	2.0	0	0	4/4	5	2	1/2	1/2	1		4	64	E4	4	83
5	5	14	14	2.0	0	0	4/4	1	1	1/2	1/2	1		8	68	G#4	4	73
5	5	14	14	2.0	0	0	4/4	5	1	1/2	1/2	1		8	68	G#4	4	81
5	5	14	14	2.0	0	0	4/4	7	1	1/2	1/2	1		8	68	G#4	4	89
5	5	16	16	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		4	52	E3	3	80
5	5	16	16	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		4	52	E3	3	88
5	5	16	16	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		4	52	E3	3	92
5	5	16	16	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		8	56	G#3	3	78
5	5	16	16	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		4	64	E4	4	76
5	5	16	16	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		4	64	E4	4	86
5	5	16	16	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		8	68	G#4	4	84
5	5	16	16	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		5	71	B4	4	74
5	5	16	16	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		5	71	B4	4	82
5	5	16	16	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		5	71	B4	4	90
6	6	18	18	2.0	0	0	4/4	3	1	1/2	1/2	1		3	57	A3	3	97
6	6	18	18	2.0	0	0	4/4	4	1	1/2	1/2	1		3	57	A3	3	99
6	6	18	18	2.0	0	0	4/4	6	2	1/2	1/2	1		3	57	A3	3	107
6	6	18	18	2.0	0	0	4/4	8	1	1/2	1/2	1		3	57	A3	3	111
6	6	18	18	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	95
6	6	18	18	2.0	0	0	4/4	6	1	1/2	1/2	1		4	64	E4	4	105
6	6	18	18	2.0	0	0	4/4	5	2	1/2	1/2	1		3	69	A4	4	103
6	6	18	18	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	93
6	6	18	18	2.0	0	0	4/4	5	1	1/2	1/2	1		0	72	C5	5	101
6	6	18	18	2.0	0	0	4/4	7	1	1/2	1/2	1		0	72	C5	5	109
6	6	20	20	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		1	55	G3	3	100
6	6	20	20	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		1	55	G3	3	108
6	6	20	20	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		1	55	G3	3	112
6	6	20	20	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		5	59	B3	3	98
6	6	20	20	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		1	67	G4	4	96
6	6	20	20	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		1	67	G4	4	106
6	6	20	20	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		5	71	B4	4	104
6	6	20	20	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		2	74	D5	5	94
6	6	20	20	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		2	74	D5	5	102
6	6	20	20	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		2	74	D5	5	110
7	7	22	22	2.0	0	0	4/4	4	1	1/2	1/2	1		0	48	C3	3	119
7	7	22	22	2.0	0	0	4/4	6	2	1/2	1/2	1		0	48	C3	3	127
7	7	22	22	2.0	0	0	4/4	8	1	1/2	1/2	1		0	48	C3	3	131
7	7	22	22	2.0	0	0	4/4	3	1	1/2	1/2	1		0	60	C4	4	117
7	7	22	22	2.0	0	0	4/4	2	1	1/2	1/2	1		1	67	G4	4	115
7	7	22	22	2.0	0	0	4/4	6	1	1/2	1/2	1		1	67	G4	4	125
7	7	22	22	2.0	0	0	4/4	5	2	1/2	1/2	1		0	72	C5	5	123
7	7	22	22	2.0	0	0	4/4	1	1	1/2	1/2	1		4	76	E5	5	113
7	7	22	22	2.0	0	0	4/4	5	1	1/2	1/2	1		4	76	E5	5	121
7	7	22	22	2.0	0	0	4/4	7	1	1/2	1/2	1		4	76	E5	5	129
7	7	24	24	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		2	50	D3	3	120
7	7	24	24	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		2	50	D3	3	128
7	7	24	24	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		2	50	D3	3	132
7	7	24	24	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		5	59	B3	3	118
7	7	24	24	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		-1	65	F4	4	116
7	7	24	24	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		-1	65	F4	4	126
7	7	24	24	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		5	71	B4	4	124
7	7	24	24	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		2	74	D5	5	114
7	7	24	24	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		2	74	D5	5	122
7	7	24	24	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		2	74	D5	5	130
8	8	26	26	1.0	0	0	4/4	4	1	1/4	1/4	1		4	52	E3	3	139
8	8	26	26	1.0	0	0	4/4	6	2	1/4	1/4	1		4	52	E3	3	148
8	8	26	26	1.0	0	0	4/4	8	1	1/4	1/4	1		4	52	E3	3	153
8	8	26	26	2.0	0	0	4/4	3	1	1/2	1/2	1		1	55	G3	3	137
8	8	26	26	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	135
8	8	26	26	2.0	0	0	4/4	6	1	1/2	1/2	1		4	64	E4	4	146
8	8	26	26	2.0	0	0	4/4	5	2	1/2	1/2	1		1	67	G4	4	144
8	8	26	26	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	133
8	8	26	26	2.0	0	0	4/4	5	1	1/2	1/2	1		0	72	C5	5	142
8	8	26	26	2.0	0	0	4/4	7	1	1/2	1/2	1		0	72	C5	5	151
8	8	27	27	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		-1	53	F3	3	140
8	8	27	27	1.0	1/4	1/4	4/4	6	2	1/4	1/4	1		-1	53	F3	3	149
8	8	27	27	1.0	1/4	1/4	4/4	8	1	1/4	1/4	1		-1	53	F3	3	154
8	8	28	28	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		1	55	G3	3	138
8	8	28	28	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		1	55	G3	3	141
8	8	28	28	2.0	1/2	1/2	4/4	6	2	1/2	1/2	1		1	55	G3	3	150
8	8	28	28	2.0	1/2	1/2	4/4	8	1	1/2	1/2	1		1	55	G3	3	155
8	8	28	28	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		2	62	D4	4	136
8	8	28	28	2.0	1/2	1/2	4/4	6	1	1/2	1/2	1		2	62	D4	4	147
8	8	28	28	2.0	1/2	1/2	4/4	5	2	1/2	1/2	1		1	67	G4	4	145
8	8	28	28	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		5	71	B4	4	134
8	8	28	28	2.0	1/2	1/2	4/4	5	1	1/2	1/2	1		5	71	B4	4	143
8	8	28	28	2.0	1/2	1/2	4/4	7	1	1/2	1/2	1		5	71	B4	4	152
9	9	30	30	2.0	0	0	4/4	4	1	1/2	1/2	1		0	48	C3	3	162
9	9	30	30	2.0	0	0	4/4	6	2	1/2	1/2	1		0	48	C3	3	170
9	9	30	30	2.0	0	0	4/4	8	1	1/2	1/2	1		0	48	C3	3	174
9	9	30	30	2.0	0	0	4/4	3	1	1/2	1/2	1		1	55	G3	3	160
9	9	30	30	2.0	0	0	4/4	2	1	1/2	1/2	1		4	64	E4	4	158
9	9	30	30	2.0	0	0	4/4	6	1	1/2	1/2	1		4	64	E4	4	168
9	9	30	30	2.0	0	0	4/4	5	2	1/2	1/2	1		1	67	G4	4	166
